지점,일시,수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec)
22453,2011-12-05 19:42,10.1,0,0,0,0
22453,2011-12-05 21:00,9.2,.4,.2,.1,8.4
22453,2011-12-05 22:00,9.1,.9,.3,.1,9.3
22453,2011-12-05 23:00,9.6,.4,.2,.1,9.4
22453,2011-12-06 00:00,9.8,.3,.2,.1,9.6
22453,2011-12-06 01:00,10,.4,.3,.2,10.3
22453,2011-12-06 02:00,10,.4,.2,.1,9.6
22453,2011-12-06 03:00,9.6,.5,.2,.1,8.8
22453,2011-12-06 04:00,9.4,.4,.2,.1,9.2
22453,2011-12-06 05:00,9.4,.3,.2,.1,8.8
22453,2011-12-06 06:00,9.7,.3,.2,.1,8.5
22453,2011-12-06 07:00,9.7,.3,.2,.1,8.8
22453,2011-12-06 08:00,9.7,.3,.2,.1,7.7
22453,2011-12-06 09:00,10.3,.3,.1,.1,8.4
22453,2011-12-06 10:00,19.6,1.7,1.2,.8,7.1
22453,2011-12-06 11:00,19.8,1.9,1.3,.8,7.1
22453,2011-12-06 12:00,19.9,1.7,1.2,.7,6.9
22453,2011-12-06 13:00,19.9,2,1.2,.7,6.9
22453,2011-12-06 14:00,19.9,1.5,1,.7,6.9
22453,2011-12-06 15:00,19.8,1.4,1,.7,6.9
22453,2011-12-06 16:00,19.7,1.5,1,.6,7.1
22453,2011-12-06 17:00,19.7,1.5,1,.6,7.1
22453,2011-12-06 18:00,19.6,1.2,.9,.6,6.9
22453,2011-12-06 19:00,19.6,1.4,.9,.5,7.1
22453,2011-12-06 20:00,19.4,1.2,.8,.5,7
22453,2011-12-06 21:00,19.4,1.5,.8,.5,7.1
22453,2011-12-06 22:00,19.3,1.3,.8,.5,7
22453,2011-12-06 23:00,19.2,1.3,1,.6,6.9
22453,2011-12-07 00:00,19.2,1.5,1.1,.7,6.6
22453,2011-12-07 01:00,19.1,1.5,1,.6,6.3
22453,2011-12-07 02:00,19,1.4,1,.6,6.9
