지점,일시,수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec)
22457,2011-11-24 12:36,12.6,0,0,0,0
22457,2011-11-24 13:00,12.5,10.7,2.4,.9,10.8
22457,2011-11-24 14:00,12.8,.5,.3,.2,9.8
22457,2011-11-24 15:00,12.6,.5,.4,.3,9.3
22457,2011-11-24 16:00,12.5,.4,.3,.2,9
22457,2011-11-24 17:00,12.3,.4,.3,.2,8.6
22457,2011-11-24 17:01,12.1,0,0,0,0
22457,2011-11-24 18:00,11.9,.4,.3,.2,8.7
22457,2011-11-24 20:00,11.5,.3,.1,.1,7.2
22457,2011-11-24 21:00,11.6,.4,.2,.1,7.8
22457,2011-11-24 22:00,11.5,.3,.2,.1,6.2
22457,2011-11-24 23:00,11.5,.6,.3,.1,8.1
22457,2011-11-25 00:00,11.2,.3,.1,.1,5.6
22457,2011-11-25 01:00,10.1,.2,.1,.1,5.8
22457,2011-11-25 13:32,0,0,0,0,0
22457,2011-11-25 14:00,0,.6,.4,.2,4.7
22457,2011-11-25 14:30,0,.5,.4,.2,4.8
22457,2011-11-25 15:00,0,.6,.4,.2,4.4
22457,2011-11-25 15:30,0,.5,.3,.2,4.6
22457,2011-11-25 16:00,0,.5,.4,.2,4.8
22457,2011-11-25 16:30,0,.6,.4,.2,4.6
22457,2011-11-25 17:00,0,.5,.3,.2,4.5
22457,2011-11-25 17:30,0,.5,.3,.2,4.5
22457,2011-11-25 18:00,0,.5,.4,.2,4.6
22457,2011-11-25 18:30,0,.5,.3,.2,4.6
22457,2011-11-25 19:00,0,.5,.3,.2,4.6
22457,2011-11-25 19:30,0,4.8,1.9,.8,11.1
22457,2011-11-25 19:55,12.8,0,0,0,0
22457,2011-11-25 20:06,12.4,0,0,0,0
22457,2011-11-25 20:44,10.2,0,0,0,0
22457,2011-11-25 20:54,10,0,0,0,0
22457,2011-11-25 21:10,12,0,0,0,0
22457,2011-11-25 21:13,12.1,0,0,0,0
22457,2011-11-25 22:00,22,.4,.3,.2,4.5
22457,2011-11-25 23:00,21.9,.4,.2,.2,4.8
22457,2011-11-26 00:00,22,.3,.2,.1,4.9
22457,2011-11-26 01:00,22,.3,.2,.1,4.8
22457,2011-11-26 02:00,21.6,.4,.3,.2,4.3
22457,2011-11-26 03:00,21.8,.3,.2,.1,4.9
22457,2011-11-26 04:00,21.9,.4,.2,.1,4.1
22457,2011-11-26 05:00,21.5,.3,.2,.1,4.8
22457,2011-11-26 06:00,21.4,.3,.2,.1,4.6
22457,2011-11-26 07:00,21.7,.4,.3,.2,3.9
22457,2011-11-26 08:00,21.8,.3,.2,.2,3.7
22457,2011-11-26 09:00,21.8,.3,.2,.1,4
22457,2011-11-26 10:00,21.9,.3,.2,.1,4.2
22457,2011-11-26 11:00,21.8,.3,.2,.1,3.6
22457,2011-11-26 12:00,21.8,.3,.2,.1,3.8
22457,2011-11-26 13:00,22.1,.3,.2,.1,4.5
22457,2011-11-26 14:00,22.1,.3,.2,.1,3.6
22457,2011-11-26 15:00,22,.5,.3,.2,3.1
22457,2011-11-26 16:00,22,.7,.4,.2,3.3
22457,2011-11-26 17:00,21.8,.5,.3,.2,3.9
22457,2011-11-26 18:00,21.5,.4,.3,.2,4.1
22457,2011-11-26 19:00,21.6,.3,.2,.2,3.8
22457,2011-11-26 20:00,21.8,.4,.2,.2,3.7
22457,2011-11-26 21:00,21.7,.3,.2,.2,3.6
22457,2011-11-26 22:00,21.6,.4,.2,.2,3.5
22457,2011-11-26 23:00,21.8,.4,.2,.1,3.8
22457,2011-11-27 00:00,21.9,.4,.2,.2,3.7
22457,2011-11-27 01:00,21.8,.4,.2,.2,4.1
22457,2011-11-27 02:00,21.8,.4,.2,.2,3.9
22457,2011-11-27 03:00,21.6,.3,.2,.1,4.2
22457,2011-11-27 04:00,21.7,.4,.3,.2,4
22457,2011-11-27 05:00,21.7,.4,.2,.2,4
22457,2011-11-27 06:00,21.5,.4,.3,.2,4.1
22457,2011-11-27 07:00,21.9,.5,.3,.2,4.3
22457,2011-11-27 08:00,21.7,.6,.4,.2,4.3
22457,2011-11-27 09:00,21.6,.5,.4,.2,4.6
22457,2011-11-27 10:00,21.8,.6,.4,.3,4.8
22457,2011-11-27 11:00,21.9,.7,.4,.3,5.1
22457,2011-11-27 12:00,22,.7,.4,.3,5.1
22457,2011-11-27 13:00,22,.6,.4,.2,4.8
22457,2011-11-27 14:00,22,.5,.3,.2,5.1
22457,2011-11-27 15:00,21.9,.6,.4,.2,4.2
22457,2011-11-27 16:00,21.9,.5,.3,.2,4.5
22457,2011-11-27 17:00,21.8,.5,.3,.2,4.6
22457,2011-11-27 18:00,21.9,.4,.3,.2,4.8
22457,2011-11-27 19:00,21.6,.5,.3,.2,4.5
22457,2011-11-27 20:00,21.4,.6,.4,.3,4.1
22457,2011-11-27 21:00,21.5,.7,.4,.2,4.2
22457,2011-11-27 22:00,21.5,.6,.4,.2,4
22457,2011-11-27 23:00,21.5,.6,.4,.2,4.1
22457,2011-11-28 00:00,18.4,.5,.3,.2,4.3
22457,2011-11-28 01:00,18.6,.5,.4,.2,4.4
22457,2011-11-28 02:00,18.2,.6,.4,.2,4.5
22457,2011-11-28 03:00,18.3,.6,.3,.2,4.3
22457,2011-11-28 04:00,18.5,.5,.3,.2,4.1
22457,2011-11-28 05:00,20.5,.6,.3,.2,3.9
22457,2011-11-28 06:00,20.4,.6,.4,.2,3.8
22457,2011-11-28 07:00,20.6,.6,.4,.2,3.9
22457,2011-11-28 08:00,20.9,.6,.4,.2,3.9
22457,2011-11-28 09:00,20,.7,.4,.3,3.9
22457,2011-11-28 10:00,20.8,.5,.3,.2,4.1
22457,2011-11-28 11:00,20.3,.4,.3,.2,4.6
22457,2011-11-28 12:00,20.7,.4,.3,.2,4.4
22457,2011-11-28 13:00,20.3,.5,.3,.2,4.6
22457,2011-11-28 13:01,20.8,0,0,0,0
22457,2011-11-28 14:00,20.2,.5,.3,.2,4.1
22457,2011-11-28 15:00,19.9,.5,.3,.2,3.9
22457,2011-11-28 16:00,20.1,.5,.3,.2,4.2
22457,2011-11-28 17:00,20.4,.5,.3,.2,3.9
22457,2011-11-28 18:00,20.6,.4,.3,.2,4
22457,2011-11-28 19:00,21.3,.5,.3,.2,4.4
22457,2011-11-28 20:00,21.2,.5,.3,.2,4.3
22457,2011-11-28 21:00,21.2,.5,.3,.2,4.2
22457,2011-11-28 22:00,20.8,.5,.3,.2,3.9
22457,2011-11-28 23:00,20.9,.5,.3,.2,4.1
22457,2011-11-29 00:00,21.2,.5,.3,.2,4.2
22457,2011-11-29 01:00,21.1,.5,.3,.2,3.8
22457,2011-11-29 02:00,20,.6,.3,.2,3.9
22457,2011-11-29 03:00,20.3,.5,.3,.2,3.8
22457,2011-11-29 04:00,20.6,.5,.3,.2,4.1
22457,2011-11-29 05:00,21.2,.6,.3,.2,3.8
22457,2011-11-29 06:00,21.3,.6,.4,.2,3.8
22457,2011-11-29 07:00,21.7,.6,.4,.3,3.9
22457,2011-11-29 08:00,21.6,.7,.5,.3,3.7
22457,2011-11-29 09:00,21.6,.9,.5,.4,3.6
22457,2011-11-29 10:00,21.5,.7,.4,.3,3.4
22457,2011-11-29 11:00,21.7,.5,.4,.3,3.4
22457,2011-11-29 12:00,21.4,.5,.3,.2,3.9
22457,2011-11-29 13:00,21.4,.7,.4,.3,3.4
22457,2011-11-29 14:00,21.3,.7,.4,.3,3
22457,2011-11-29 15:00,21.2,.7,.4,.3,3
22457,2011-11-29 16:00,21.2,.6,.4,.3,3
22457,2011-11-29 17:00,21.3,.8,.5,.3,3.2
22457,2011-11-29 18:00,21.3,.8,.5,.4,3.5
22457,2011-11-29 19:00,21.5,.8,.5,.3,3.6
22457,2011-11-29 20:00,21.7,.9,.5,.3,4
22457,2011-11-29 21:00,21.6,.7,.4,.3,4.5
22457,2011-11-29 22:00,21.6,.8,.5,.3,4.5
22457,2011-11-29 23:00,21.5,.8,.5,.3,5.3
22457,2011-11-30 00:00,21.6,.8,.5,.3,5.3
22457,2011-11-30 01:00,21.7,1,.5,.3,5.4
22457,2011-11-30 02:00,21.6,.9,.5,.3,5.9
22457,2011-11-30 03:00,21.6,.8,.5,.3,6.3
22457,2011-11-30 04:00,21.6,.8,.5,.3,6
22457,2011-11-30 05:00,21.5,.8,.5,.3,5.9
22457,2011-11-30 06:00,21.4,.9,.6,.4,5.6
22457,2011-11-30 07:00,21.6,.9,.6,.4,5.5
22457,2011-11-30 08:00,21.5,1.1,.7,.5,5.2
22457,2011-11-30 09:00,21.6,1.5,1,.6,5.1
22457,2011-11-30 10:00,21.8,1.5,1,.7,5.5
22457,2011-11-30 11:00,21.8,1.4,1,.6,5.5
22457,2011-11-30 12:00,22,1.4,.9,.6,5.2
22457,2011-11-30 13:00,22.1,1.1,.7,.4,5.3
22457,2011-11-30 14:00,21.8,1.3,.8,.5,4.5
22457,2011-11-30 15:00,21.7,1.5,1,.7,4.5
22457,2011-11-30 16:00,21.6,2,1.4,.9,5.1
22457,2011-11-30 17:00,21.6,2.4,1.5,1,5.6
22457,2011-11-30 18:00,21.6,2.4,1.5,.9,5.6
22457,2011-11-30 19:00,21.5,2.4,1.6,1,5.9
22457,2011-11-30 20:00,21.6,2.4,1.6,1,6.9
22457,2011-11-30 21:00,21.7,2.7,1.7,1,6.4
22457,2011-11-30 22:00,21.6,3,1.7,1.1,6.2
22457,2011-11-30 23:00,21.5,2.9,1.9,1.2,6.2
22457,2011-12-01 00:00,21.7,2.6,1.7,1.1,5.9
22457,2011-12-01 01:00,21.5,2.2,1.5,1,5.9
22457,2011-12-01 02:00,21.4,2.7,1.8,1.1,6.2
22457,2011-12-01 03:00,21.5,2.6,1.8,1.2,6.3
22457,2011-12-01 03:01,21.5,0,0,0,0
22457,2011-12-01 04:00,21.5,3.2,2.1,1.3,6.5
22457,2011-12-01 05:00,21.5,3.4,2.1,1.3,6.8
22457,2011-12-01 06:00,21.5,2.9,2,1.2,6.6
22457,2011-12-01 07:00,21.5,2.7,1.8,1.2,6.8
22457,2011-12-01 08:00,21.5,3,2.1,1.3,7.1
22457,2011-12-01 09:00,21.3,2.9,2.1,1.3,6.4
22457,2011-12-01 10:00,21.3,3.7,2.4,1.5,7.1
