지점,일시,수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec)
22470,2012-12-11 17:35,2.1,0,0,0,0
22470,2012-12-11 18:00,2.1,1,1,.4,9.8
22470,2012-12-11 19:00,2.7,.1,1.5,.7,8.5
22470,2012-12-11 21:00,11.1,.4,.3,.2,3.5
22470,2012-12-11 22:00,11.1,.5,.3,.2,3.1
22470,2012-12-11 23:00,11.1,.4,.3,.2,3.2
22470,2012-12-12 00:00,11.4,.5,.3,.2,4.5
22470,2012-12-12 01:00,11.4,.4,.3,.2,5.2
22470,2012-12-12 02:00,11.5,.5,.3,.2,4.6
22470,2012-12-12 03:00,11.4,.6,.4,.3,4.4
22470,2012-12-12 04:00,11.3,.5,.4,.2,5.3
22470,2012-12-12 05:00,11.1,.4,.3,.2,3.9
22470,2012-12-12 09:00,11.1,.4,.3,.2,5.4
22470,2012-12-12 10:00,11.1,.3,.2,.1,4.7
22470,2012-12-12 11:00,11,.3,.2,.2,4.2
22470,2012-12-12 12:00,11.4,.4,.4,.2,5.8
22470,2012-12-12 15:00,11.4,.4,.2,.2,4.4
22470,2012-12-12 16:00,11.4,.4,.3,.2,4.3
22470,2012-12-12 17:00,11.1,.4,.2,.2,6
22470,2012-12-12 18:00,11.3,.2,.2,.1,5.9
22470,2012-12-12 19:00,10.7,.3,.2,.1,7.7
22470,2012-12-12 21:38,11,.2,.2,.1,5.5
22470,2012-12-12 22:15,10.9,.2,.2,.1,4.7
22470,2012-12-12 23:00,11,.2,.2,.1,4.7
22470,2012-12-13 00:00,11,.3,.2,.1,4
22470,2012-12-13 01:00,10.9,.2,.2,.1,5.3
22470,2012-12-13 02:00,11.1,.2,.2,.1,6.1
22470,2012-12-13 03:00,11.1,.2,.2,.1,3.9
22470,2012-12-13 04:00,11.3,.3,.2,.1,3.3
22470,2012-12-13 05:00,11.2,.2,.2,.1,4.1
22470,2012-12-13 06:00,11.2,.2,.1,.1,3.5
22470,2012-12-13 10:00,10.9,.3,.2,.1,2.6
22470,2012-12-13 11:00,10.8,.4,.3,.2,4.1
22470,2012-12-13 12:00,11,.3,.2,.1,4.4
22470,2012-12-13 16:00,11.3,.4,.4,.3,6.3
22470,2012-12-13 17:00,11.5,.4,.3,.2,5.7
22470,2012-12-13 18:00,11.1,.3,.2,.1,3
22470,2012-12-13 23:00,10.8,.4,.3,.2,2.6
22470,2012-12-14 00:00,10.8,.3,.2,.2,2.8
22470,2012-12-14 01:00,10.6,.2,.2,.1,3.5
