지점,일시,수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec)
22463,2013-01-01 00:00,12,1,.7,.5,6.4
22463,2013-01-01 01:00,12,1.1,.8,.5,6.7
22463,2013-01-01 02:00,12,1.1,.8,.5,5.6
22463,2013-01-01 03:00,12,1,.7,.5,5.6
22463,2013-01-01 04:00,12,1,.7,.4,5.8
22463,2013-01-01 05:00,12,1,.7,.4,6.5
22463,2013-01-01 06:00,11.9,1.1,.7,.4,6.7
22463,2013-01-01 07:00,12,.8,.7,.4,6.7
22463,2013-01-01 08:00,11.9,.9,.6,.4,6.4
22463,2013-01-01 09:00,11.9,.7,.6,.3,6
22463,2013-01-01 10:00,11.9,.7,.5,.3,5.8
22463,2013-01-01 11:00,11.9,.7,.5,.3,5.9
22463,2013-01-01 12:00,12,.7,.5,.3,5.8
22463,2013-01-01 13:00,12,.8,.5,.3,4.7
22463,2013-01-01 14:00,12.1,.6,.4,.3,4.4
22463,2013-01-01 15:00,12,.5,.4,.3,4.5
22463,2013-01-01 16:00,12,.6,.4,.2,4.7
22463,2013-01-01 17:00,11.9,.5,.4,.2,5.2
22463,2013-01-01 18:00,11.9,.6,.4,.2,5.2
22463,2013-01-01 19:00,11.9,.6,.4,.3,5.8
22463,2013-01-01 20:00,11.8,.6,.4,.2,5.9
22463,2013-01-01 21:00,11.8,.6,.4,.3,5.7
22463,2013-01-01 22:00,11.8,.6,.4,.3,5.5
22463,2013-01-01 23:00,11.8,.7,.5,.3,4.6
22463,2013-01-02 00:00,11.8,.6,.4,.3,4.8
22463,2013-01-02 01:00,11.7,.7,.5,.3,4.8
22463,2013-01-02 02:00,11.6,.8,.5,.3,5
22463,2013-01-02 03:00,11.6,.7,.5,.3,3.9
22463,2013-01-02 04:00,11.6,.7,.5,.3,4.2
22463,2013-01-02 05:00,11.6,.7,.6,.4,4.1
22463,2013-01-02 06:00,11.5,.5,.4,.3,3.9
22463,2013-01-02 07:00,11.5,.7,.5,.3,3.9
22463,2013-01-02 08:00,11.5,.8,.6,.4,3.6
22463,2013-01-02 09:00,11.5,.8,.6,.4,3.5
22463,2013-01-02 10:00,11.3,.7,.6,.4,3.3
22463,2013-01-02 11:00,11.2,.9,.7,.5,3.4
