지점,일시,수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec)
22456,2011-11-20 21:36,7.2,0,0,0,0
22456,2011-11-20 23:00,6.4,0,0,0,10.3
22456,2011-11-21 00:00,7.3,15.6,2.1,.7,10.3
22456,2011-11-21 04:00,6.9,0,0,0,10.6
22456,2011-11-21 05:00,7,0,0,0,9.4
22456,2011-11-21 06:00,7,0,0,0,9.8
22456,2011-11-21 07:00,6.9,0,0,0,10.4
22456,2011-11-21 08:00,6.9,0,0,0,10.5
22456,2011-11-21 09:00,8.5,5.2,1.2,.4,10.4
22456,2011-11-21 10:00,8.2,.6,.4,.2,9.5
22456,2011-11-21 11:00,10.1,.5,.2,.1,7.1
22456,2011-11-21 12:00,11.3,.4,.2,.1,7.3
22456,2011-11-21 13:00,16.8,.4,.2,.2,5.5
22456,2011-11-21 14:00,16.7,.4,.3,.2,4.6
22456,2011-11-21 15:00,16.7,.5,.3,.2,3.7
22456,2011-11-21 16:00,17.1,.5,.3,.2,3.4
22456,2011-11-21 17:00,17.2,.5,.3,.2,3.8
22456,2011-11-21 18:00,17.7,.4,.3,.2,4.7
22456,2011-11-21 19:00,17.6,.4,.3,.2,4.7
22456,2011-11-21 20:00,17.4,.4,.3,.2,5.3
22456,2011-11-21 21:00,17.5,.4,.2,.1,5.1
22456,2011-11-21 23:00,17.9,.4,.2,.1,6.5
22456,2011-11-22 00:00,16.8,.3,.2,.1,7.3
22456,2011-11-22 03:00,16.8,.3,.2,.1,5.4
22456,2011-11-22 04:00,16.8,.4,.3,.2,4.7
22456,2011-11-22 05:00,17,.5,.3,.2,6.7
22456,2011-11-22 06:00,17.3,.4,.2,.2,5.2
22456,2011-11-22 07:00,17.4,.4,.3,.2,6.1
22456,2011-11-22 08:00,17.8,.4,.3,.2,4.9
22456,2011-11-22 09:00,17.9,.4,.3,.2,5.1
22456,2011-11-22 10:00,17.3,.4,.3,.2,4.2
22456,2011-11-22 11:00,17.6,.5,.3,.2,4.7
22456,2011-11-22 13:00,17.8,.6,.3,.2,4.8
22456,2011-11-22 15:00,16.8,.6,.4,.3,3.8
22456,2011-11-22 16:00,16.9,.8,.5,.3,3.9
