지점,일시,수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec)
22447,2010-01-01 00:00,0,0,0,0,0
22447,2010-01-01 00:01,0,0,0,0,0
22447,2010-12-28 14:00,7,.8,.7,.5,3.1
22447,2010-12-28 15:00,7.4,1,.7,.4,3.3
22447,2010-12-28 16:00,7.3,1.2,.8,.5,3.5
22447,2010-12-28 17:00,7.4,1,.7,.5,3.3
22447,2010-12-28 18:00,7.6,1.1,.7,.4,3.1
22447,2010-12-28 19:00,7.9,.9,.6,.4,3.2
22447,2010-12-28 20:00,7.9,.8,.7,.4,2.9
22447,2010-12-28 22:00,7.3,1,.6,.4,6.1
22447,2010-12-28 23:00,6.9,.9,.5,.3,5.9
22447,2010-12-29 00:00,6.7,.7,.5,.3,3.8
22447,2010-12-29 01:00,6.6,.6,.4,.3,2.8
22447,2010-12-29 02:00,6.7,.7,.5,.3,2.6
22447,2010-12-29 03:00,6.6,.6,.5,.3,2.8
22447,2010-12-29 04:00,6.6,.6,.4,.2,3
22447,2010-12-29 06:00,7.4,.6,.4,.3,3
22447,2010-12-29 07:00,7.7,.7,.4,.3,3
22447,2010-12-29 09:00,7.5,.6,.3,.2,3.1
22447,2010-12-29 10:00,6.9,.5,.3,.2,2.8
22447,2010-12-29 11:00,7.2,.5,.3,.2,6.1
22447,2010-12-29 12:00,6.8,.5,.3,.2,5.2
22447,2010-12-29 13:00,6.8,.4,.2,.1,3.5
22447,2010-12-29 14:00,6.7,.4,.2,.1,3.5
22447,2010-12-29 16:00,6.7,.2,.1,.1,2.6
22447,2010-12-29 17:00,7.1,.1,.1,.1,5.9
22447,2010-12-29 18:00,7.1,.2,.1,.1,3.2
22447,2010-12-29 20:00,7.7,.2,.1,.1,4.4
22447,2010-12-29 21:00,7.6,.1,.1,.1,4
22447,2010-12-29 23:00,6.9,.4,.4,.2,14.7
22447,2010-12-30 00:00,6.7,.5,.5,.2,13.6
22447,2010-12-30 02:00,6.5,.8,.6,.4,3.2
22447,2010-12-30 03:00,6.5,.7,.5,.4,2.8
22447,2010-12-30 04:00,6.5,.8,.6,.4,2.8
22447,2010-12-30 05:00,6.5,.8,.6,.4,2.9
22447,2010-12-30 06:00,6.6,.8,.6,.4,3.2
22447,2010-12-30 07:00,7,.8,.6,.4,3.3
22447,2010-12-30 08:00,7,.8,.6,.4,3.2
22447,2010-12-30 10:00,7.4,.8,.6,.4,3.1
22447,2010-12-30 11:00,6.9,.8,.6,.4,3.1
22447,2010-12-30 12:00,6.9,.9,.7,.4,3.2
22447,2010-12-30 13:00,6.4,1,.6,.4,4.4
22447,2010-12-30 14:00,6.4,1.1,.7,.5,3.5
22447,2010-12-30 15:00,6.2,.7,.5,.3,3.2
22447,2010-12-30 16:00,6.2,.8,.5,.4,3
22447,2010-12-30 17:00,6.2,1.1,.7,.5,3.3
22447,2010-12-30 18:00,6.1,.8,.6,.4,2.9
22447,2010-12-30 20:00,6.3,.8,.6,.4,3.2
22447,2010-12-30 21:00,6.4,1.4,.9,.6,3.5
22447,2010-12-30 22:00,6.4,1.3,.9,.6,3.3
22447,2010-12-30 23:00,6.3,1.1,.7,.5,3.2
22447,2010-12-31 01:00,6.1,1.3,.9,.6,5.8
22447,2010-12-31 02:00,6,1.1,.7,.5,4
22447,2010-12-31 03:00,5.8,.9,.6,.4,3.5
22447,2010-12-31 04:00,5.7,.9,.6,.4,3.2
22447,2010-12-31 05:00,5.6,.7,.5,.4,3
22447,2010-12-31 06:00,5.6,.8,.5,.4,3
22447,2010-12-31 07:00,5.8,1,.7,.4,3.2
22447,2010-12-31 08:00,5.9,.8,.6,.4,3.4
22447,2010-12-31 09:00,6.4,1.1,.8,.5,3.5
22447,2010-12-31 11:00,6.8,1.1,.8,.6,3.2
22447,2010-12-31 13:00,6.4,1.4,.9,.6,3.3
22447,2010-12-31 14:00,6,1.2,.7,.5,3.9
22447,2010-12-31 15:00,5.6,1,.7,.5,4.4
22447,2010-12-31 16:00,5.4,.8,.6,.4,3.2
22447,2010-12-31 17:00,5.4,.8,.6,.4,2.8
22447,2010-12-31 18:00,5.3,.8,.7,.5,2.9
22447,2010-12-31 19:00,5.3,.9,.7,.5,3.2
22447,2010-12-31 20:00,5.3,.8,.5,.4,2.8
22447,2010-12-31 22:00,5.5,.9,.6,.4,3.1
22447,2010-12-31 23:00,5.5,.9,.6,.4,2.8
