지점,일시,수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec)
22448,2010-01-01 00:00,0,0,0,0,0
22448,2010-01-01 01:00,0,1.4,.9,.5,9.5
22448,2010-01-01 02:00,0,2.7,1.3,.8,10.8
22448,2010-01-01 03:00,0,1.9,.9,.5,9.9
22448,2010-01-01 04:00,0,2.6,1.4,.8,10.9
22448,2010-01-01 05:00,0,.9,.4,.2,10.2
22448,2010-01-01 06:00,0,2.8,1.3,.7,10.6
22448,2010-01-01 07:00,0,2.1,.9,.4,10.1
22448,2010-01-01 08:00,0,1.3,.9,.5,10.8
22448,2010-01-01 09:00,0,.9,.2,.1,10.4
22448,2010-01-01 10:00,0,0,0,0,9.7
22448,2010-01-01 11:00,0,0,0,0,9.6
22448,2010-01-01 12:00,0,0,0,0,10
22448,2010-01-01 13:00,0,0,0,0,9.9
22448,2010-01-01 14:00,0,0,0,0,10.1
22448,2010-01-01 15:00,0,0,0,0,9.7
22448,2010-01-01 16:00,0,0,0,0,10.1
22448,2010-01-01 17:00,0,0,0,0,10.6
22448,2010-01-01 18:00,0,0,0,0,9.9
22448,2010-01-01 19:00,0,0,0,0,9.8
22448,2010-01-01 20:00,0,0,0,0,10.3
22448,2010-01-01 21:00,0,0,0,0,10
22448,2010-01-01 22:00,0,.7,.2,.1,10.2
22448,2010-12-28 14:00,6.6,.8,.5,.4,3
22448,2010-12-28 15:00,6.6,.8,.6,.4,3.1
22448,2010-12-28 17:00,7.1,1,.6,.4,3.4
22448,2010-12-28 18:00,7.4,.9,.6,.4,3.3
22448,2010-12-28 19:00,7.5,.8,.5,.3,3.1
22448,2010-12-28 21:00,7.3,.8,.5,.3,2.9
22448,2010-12-28 23:00,6.8,.5,.3,.2,3
22448,2010-12-29 01:00,6.2,.5,.3,.2,2.9
22448,2010-12-29 05:00,6.7,.3,.3,.2,3.5
22448,2010-12-29 08:00,7.2,.6,.4,.3,2.7
22448,2010-12-29 09:00,7.2,.7,.4,.3,2.8
22448,2010-12-29 15:00,6.3,.3,.2,.1,2.6
22448,2010-12-29 17:00,6.6,.2,.1,.1,3.2
22448,2010-12-29 19:00,7.1,.2,.1,.1,2.8
22448,2010-12-29 20:00,7.3,.2,.1,.1,3.1
22448,2010-12-29 22:00,7.2,.1,.1,.1,4.2
22448,2010-12-30 01:00,6.5,.4,.3,.2,2.7
22448,2010-12-30 02:00,6.3,.5,.4,.2,2.5
22448,2010-12-30 03:00,6.1,.6,.4,.3,2.4
22448,2010-12-30 04:00,6.2,.6,.4,.3,2.7
22448,2010-12-30 08:00,6.7,.8,.5,.3,3
22448,2010-12-30 09:00,6.9,.8,.6,.4,2.9
22448,2010-12-30 10:00,7.1,.8,.5,.3,2.7
22448,2010-12-30 11:00,6.9,.6,.4,.3,2.6
22448,2010-12-30 12:00,6.6,.6,.4,.3,2.8
22448,2010-12-30 13:00,6.3,.6,.4,.3,2.6
22448,2010-12-30 15:00,6.1,.6,.4,.3,2.8
22448,2010-12-30 16:00,5.7,.5,.4,.2,3
22448,2010-12-30 17:00,5.9,.5,.4,.2,2.7
22448,2010-12-30 19:00,6.2,.8,.5,.4,3.3
22448,2010-12-31 00:00,6.2,1,.7,.5,3.4
22448,2010-12-31 01:00,6,1,.7,.5,3.2
22448,2010-12-31 03:00,5.6,.8,.5,.3,2.7
22448,2010-12-31 04:00,5.5,.7,.4,.3,2.8
22448,2010-12-31 08:00,6,1,.7,.4,3.8
22448,2010-12-31 10:00,6.1,.8,.6,.4,3.6
22448,2010-12-31 11:00,6.3,1,.7,.4,3.5
22448,2010-12-31 12:00,6.3,.9,.6,.4,3
22448,2010-12-31 20:00,5.7,.6,.4,.3,3.1
22448,2010-12-31 21:00,5.7,.3,.2,.2,2.6
22448,2010-12-31 22:00,5.8,.4,.2,.2,2.6
22448,2010-12-31 23:00,5.9,.7,.4,.3,2.8
