지점,일시,수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec)
22444,2010-12-12 11:00,1.2,.4,.3,.1,12
22444,2010-12-13 16:00,10.6,.5,.3,.2,2.9
22444,2010-12-17 20:00,9.5,2.4,1.7,1,6.9
22444,2010-12-17 21:00,9.5,2.2,1.7,1,7.1
22444,2010-12-17 22:00,9.5,2.1,1.8,1.2,6.8
22444,2010-12-17 23:00,9.6,2,1.6,1.1,6.5
22444,2010-12-18 00:00,9.6,2.1,1.6,1,6.8
22444,2010-12-18 01:00,9.6,2,1.5,1,6.6
22444,2010-12-18 02:00,9.5,1.8,1.4,.9,6.5
22444,2010-12-18 03:00,9.4,1.9,1.5,.9,7
22444,2010-12-18 04:00,9.3,1.5,1.1,.7,6.6
22444,2010-12-18 05:00,9.3,1.5,1.2,.7,7
22444,2010-12-18 06:00,9.3,1.3,.9,.5,6.7
22444,2010-12-18 07:00,9.4,1.2,.9,.6,6.6
22444,2010-12-18 08:00,9.4,1.1,.9,.5,6.1
22444,2010-12-18 09:00,9.5,1.2,.9,.6,6.1
22444,2010-12-18 10:00,9.6,1.5,1,.6,5
22444,2010-12-18 11:00,9.6,1.8,1.1,.7,5.1
22444,2010-12-18 12:00,9.6,1.5,1.2,.8,5.3
22444,2010-12-18 13:00,9.6,1.3,1.1,.7,5
22444,2010-12-18 14:00,9.5,1.4,1,.6,5.2
22444,2010-12-18 15:00,9.4,1.1,.9,.6,4.9
22444,2010-12-18 16:00,9.3,1.3,.9,.6,4.4
22444,2010-12-18 17:00,9.3,1.3,.9,.6,4.3
22444,2010-12-18 18:00,9.2,1,.8,.5,4.4
22444,2010-12-18 19:00,9.3,1.2,.8,.5,4.1
22444,2010-12-18 20:00,9.4,1.2,1,.6,4.3
22444,2010-12-18 21:00,9.4,1.4,1,.6,4.3
22444,2010-12-18 22:00,9.4,1.6,1.1,.7,4.4
22444,2010-12-18 23:00,9.4,1.8,1.2,.8,4.5
22444,2010-12-19 00:00,9.4,1.6,1.2,.8,4.7
22444,2010-12-19 01:00,9.4,1.9,1.3,.8,4.7
22444,2010-12-19 02:00,9.3,1.6,1.3,.9,5
22444,2010-12-19 03:00,9.3,1.9,1.4,.9,5.2
22444,2010-12-19 04:00,9.2,1.9,1.4,.9,5.2
22444,2010-12-19 05:00,9.2,1.5,1.2,.8,5.1
22444,2010-12-19 06:00,9,1.7,1.3,.8,5.6
22444,2010-12-19 07:00,9.2,1.6,1.3,.8,5.6
22444,2010-12-19 08:00,9.4,1.9,1.4,.9,5.5
22444,2010-12-19 09:00,9.4,1.8,1.4,.9,5.9
22444,2010-12-19 10:00,9.4,2.3,1.5,.9,5.7
22444,2010-12-19 11:00,9.4,2.6,1.8,1.1,6
22444,2010-12-19 12:00,9.5,2.3,1.9,1.2,6.6
22444,2010-12-19 14:00,9.3,2.2,1.8,1.1,6.4
22444,2010-12-19 15:00,9.3,2.3,1.6,1,6.2
22444,2010-12-19 16:00,9.1,1.9,1.4,.8,6.2
22444,2010-12-19 17:00,9.1,1.6,1.3,.8,6.3
22444,2010-12-19 18:00,9.1,1.6,1.2,.7,6
22444,2010-12-19 19:00,9.1,1.3,1,.6,6.1
22444,2010-12-19 20:00,9.1,1.7,1.1,.7,6.5
22444,2010-12-19 21:00,9.1,1.4,1,.6,6.5
22444,2010-12-19 22:00,9.2,1.5,1,.6,6.5
22444,2010-12-19 23:00,9.3,1.5,1,.6,6.4
22444,2010-12-20 00:00,9.3,1.4,1.1,.7,6.4
22444,2010-12-20 01:00,9.2,1.6,1.1,.7,6.2
22444,2010-12-20 02:00,9.2,1.6,1.1,.7,5.8
22444,2010-12-20 03:00,9.1,1.4,1.1,.7,5.7
22444,2010-12-20 04:00,9.1,1.4,.9,.6,5.4
22444,2010-12-20 05:00,9,1.4,.9,.6,5.6
22444,2010-12-20 06:00,9,1.4,.9,.6,5.8
22444,2010-12-20 07:00,9.1,1.1,.8,.5,5.9
22444,2010-12-20 08:00,9.3,.9,.7,.4,6.2
22444,2010-12-20 09:00,9.3,.8,.6,.4,6
22444,2010-12-20 10:00,9.4,1,.7,.4,5.9
22444,2010-12-20 11:00,9.3,.9,.7,.4,5.6
22444,2010-12-20 12:00,9.5,1,.8,.5,5.5
22444,2010-12-20 13:00,9.6,1,.7,.5,5.5
22444,2010-12-20 14:00,9.6,1.2,.8,.5,5.6
22444,2010-12-20 15:00,9.3,1,.7,.5,5.5
22444,2010-12-20 16:00,9.1,.8,.6,.4,5.1
22444,2010-12-20 17:00,9.1,.9,.6,.4,5.3
22444,2010-12-20 18:00,9,.8,.5,.3,5.1
22444,2010-12-20 19:00,8.9,.7,.5,.3,5.5
22444,2010-12-20 20:00,8.9,.6,.4,.2,5.4
22444,2010-12-20 21:00,9.2,.6,.4,.2,5
22444,2010-12-20 22:00,9.4,.6,.4,.2,4.7
22444,2010-12-20 23:00,9.4,.5,.4,.2,4.6
22444,2010-12-21 00:00,9.4,.5,.4,.3,4.3
22444,2010-12-21 01:00,9.5,.6,.4,.3,4.3
22444,2010-12-21 02:00,9.5,.6,.4,.3,4
22444,2010-12-21 03:00,9.5,.6,.4,.2,3.8
22444,2010-12-21 04:00,9.2,.6,.4,.3,3.9
22444,2010-12-21 05:00,9.1,.5,.4,.3,3.1
22444,2010-12-21 06:00,9.1,.6,.4,.3,3.3
22444,2010-12-21 07:00,9,.4,.3,.2,3.3
22444,2010-12-21 08:00,9.3,.4,.2,.2,3.8
22444,2010-12-21 09:00,9.3,.3,.2,.1,3.6
22444,2010-12-21 10:00,9.3,.3,.2,.1,4
22444,2010-12-21 11:00,9.4,.3,.2,.1,3.8
22444,2010-12-21 12:00,9.5,.3,.2,.1,3.4
22444,2010-12-21 14:00,9.6,.3,.3,.2,3.4
22444,2010-12-21 15:00,9.6,.6,.4,.3,3.5
22444,2010-12-21 16:00,9.5,.6,.4,.3,3.4
22444,2010-12-21 17:00,9.3,.6,.4,.3,3.2
22444,2010-12-21 19:00,8.9,.5,.3,.2,2.9
22444,2010-12-21 20:00,9.2,.5,.3,.2,3.7
22444,2010-12-21 21:00,9.2,.5,.3,.2,3.8
22444,2010-12-21 22:00,9.4,.4,.3,.2,3.5
22444,2010-12-21 23:00,9.4,.4,.3,.2,3.1
22444,2010-12-22 00:00,9.4,.5,.3,.2,3
22444,2010-12-22 01:00,9.5,.6,.4,.3,3.1
22444,2010-12-22 02:00,9.5,.6,.4,.3,3.3
22444,2010-12-22 03:00,9.5,.6,.4,.3,3.4
22444,2010-12-22 04:00,9.5,.5,.4,.3,3.7
22444,2010-12-22 05:00,9.5,.6,.4,.2,3.5
22444,2010-12-22 06:00,9.4,.6,.4,.2,3.6
22444,2010-12-22 07:00,9.2,.4,.3,.2,3.6
22444,2010-12-22 08:00,9.3,.4,.2,.2,3.4
22444,2010-12-22 09:00,9.3,.3,.3,.2,4.2
22444,2010-12-22 10:00,9.4,.3,.2,.1,3.9
22444,2010-12-22 11:00,9.4,.3,.2,.1,3.7
22444,2010-12-22 12:00,9.5,.3,.2,.1,3.9
22444,2010-12-22 13:00,9.6,.3,.2,.1,3.9
22444,2010-12-22 14:00,9.6,.3,.2,.1,3.7
22444,2010-12-22 15:00,9.6,.3,.2,.1,3.9
22444,2010-12-22 16:00,9.5,.3,.2,.1,4.4
22444,2010-12-22 17:00,9.5,.3,.2,.2,3.8
22444,2010-12-22 18:00,9.4,.4,.2,.2,3.4
22444,2010-12-22 19:00,9.1,.4,.2,.1,3.6
22444,2010-12-22 20:00,9.1,.3,.2,.1,3.5
22444,2010-12-22 21:00,9.2,.2,.2,.1,4.2
22444,2010-12-22 22:00,9.4,.3,.2,.1,4.4
22444,2010-12-22 23:00,9.5,.3,.2,.1,4
22444,2010-12-23 00:00,9.4,.2,.1,.1,4.1
22444,2010-12-23 01:00,9.5,.2,.1,.1,4.1
22444,2010-12-23 02:00,9.5,.3,.2,.1,2.7
22444,2010-12-23 03:00,9.5,.5,.4,.2,2.8
22444,2010-12-23 04:00,9.5,.8,.5,.3,3.4
22444,2010-12-23 05:00,9.4,.9,.6,.4,3.8
22444,2010-12-23 06:00,9.3,.7,.5,.3,3.7
22444,2010-12-23 07:00,9.1,.8,.5,.4,3.6
22444,2010-12-23 08:00,9.2,1,.6,.4,4.7
22444,2010-12-23 09:00,9.3,.9,.6,.4,5.8
22444,2010-12-23 10:00,9.4,1.1,.7,.4,4.7
22444,2010-12-23 12:00,9.4,1.3,.9,.6,4.8
22444,2010-12-23 13:00,9.5,1.3,1,.6,4.7
22444,2010-12-23 14:00,9.5,1.5,1.1,.7,4.8
22444,2010-12-23 15:00,9.4,1.6,1.2,.7,5.6
22444,2010-12-23 16:00,9.4,1.4,1,.7,5.6
22444,2010-12-23 17:00,9.4,1.8,1.2,.7,6
22444,2010-12-23 18:00,9.3,1.9,1.6,1,6.8
22444,2010-12-23 19:00,9.2,2.2,1.6,1,6.3
22444,2010-12-23 20:00,9.2,2.2,1.6,1,6.2
22444,2010-12-23 21:00,9.2,2.7,1.9,1.2,6.7
22444,2010-12-23 22:00,9.2,2.1,1.7,1.1,6.5
22444,2010-12-23 23:00,9.2,2.6,1.9,1.2,7.2
22444,2010-12-24 00:00,9.3,2.8,1.9,1.1,6.6
22444,2010-12-24 02:00,9.2,2.8,2,1.3,6.3
22444,2010-12-24 03:00,9.2,2.5,1.9,1.2,7
22444,2010-12-24 04:00,9.2,2.3,1.9,1.2,6.6
22444,2010-12-24 05:00,9.2,2.7,1.9,1.2,6.9
22444,2010-12-24 06:00,9.1,2.4,1.8,1.1,6.6
22444,2010-12-24 07:00,9,2.3,1.9,1.2,6.7
22444,2010-12-24 08:00,9,2.2,1.8,1.1,7.2
22444,2010-12-24 09:00,8.9,2.3,1.4,.9,6.7
22444,2010-12-24 10:00,9,1.9,1.4,.8,6.6
22444,2010-12-24 11:00,8.9,2.3,1.6,1,7.1
22444,2010-12-24 12:00,9,2.3,1.8,1,7
22444,2010-12-24 13:00,9.1,2.7,1.9,1.2,7
22444,2010-12-24 14:00,9.1,3.3,1.8,1.1,6.5
22444,2010-12-24 15:00,9,2.1,1.4,.9,6.5
22444,2010-12-24 16:00,9.1,1.8,1.5,.9,6.6
22444,2010-12-24 17:00,9,1.8,1.4,.9,6.1
22444,2010-12-24 18:00,9,1.9,1.5,1,6.4
22444,2010-12-24 19:00,8.9,2.3,1.7,1.1,6.3
22444,2010-12-24 20:00,8.8,2.3,1.6,1,6.1
22444,2010-12-24 21:00,8.8,1.8,1.3,.9,6.2
22444,2010-12-24 22:00,8.7,1.8,1.4,.9,6.4
22444,2010-12-24 23:00,8.6,2.2,1.4,.9,6.3
22444,2010-12-25 00:00,8.6,2.2,1.5,.9,6
22444,2010-12-25 01:00,8.8,2.2,1.4,.9,6
22444,2010-12-25 02:00,8.9,2.4,1.8,1.1,5.8
22444,2010-12-25 03:00,8.9,2.3,1.7,1.1,6.1
22444,2010-12-25 04:00,8.8,1.9,1.3,.9,5.8
22444,2010-12-25 05:00,8.8,2.5,2,1.2,6.8
22444,2010-12-25 06:00,8.7,2.3,1.7,1.1,6.6
