지점,일시,수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec)
22450,2010-12-29 13:00,10,.8,.5,.3,4.5
22450,2010-12-29 15:00,9.8,.7,.5,.3,4.6
22450,2010-12-29 16:00,9.7,.8,.5,.3,4.8
22450,2010-12-29 17:00,9.6,.7,.5,.3,4.3
22450,2010-12-29 18:00,9.5,.7,.5,.3,4.8
22450,2010-12-29 19:00,9.4,.6,.4,.3,4.8
22450,2010-12-29 20:00,9.4,.6,.5,.3,4.1
22450,2010-12-29 21:00,9.5,.6,.5,.3,3.3
22450,2010-12-29 22:00,9.5,.7,.5,.3,3
22450,2010-12-29 23:00,9.4,.7,.5,.3,3.1
22450,2010-12-30 00:00,9.4,.7,.5,.3,3.1
22450,2010-12-30 01:00,9.4,.5,.4,.2,3.6
22450,2010-12-30 02:00,9.4,.6,.4,.3,3
22450,2010-12-30 03:00,9.4,.7,.6,.4,3.1
22450,2010-12-30 04:00,9.3,.9,.6,.4,3
22450,2010-12-30 05:00,9.3,1.2,.8,.5,3.2
22450,2010-12-30 06:00,9.3,1.3,.9,.6,3.6
22450,2010-12-30 07:00,9.3,1.2,.8,.5,3.4
22450,2010-12-30 11:00,9.6,1.5,1,.7,3.8
22450,2010-12-30 12:00,9.6,1.1,1,.6,3.9
22450,2010-12-30 13:00,9.6,1.4,1,.6,4.1
22450,2010-12-30 14:00,9.5,1.2,.8,.5,4.1
22450,2010-12-30 15:00,9.6,1.3,.9,.6,4.4
22450,2010-12-30 16:00,9.6,1.2,.9,.6,4.5
22450,2010-12-30 17:00,9.5,1.3,1,.6,4.3
22450,2010-12-30 18:00,9.5,1.4,1,.6,4.2
22450,2010-12-30 19:00,9.5,1.2,.9,.6,4.2
22450,2010-12-30 20:00,9.5,1.1,.8,.5,3.9
22450,2010-12-30 21:00,9.5,1.2,.8,.5,3.9
22450,2010-12-30 22:00,9.4,1,.7,.5,4.1
22450,2010-12-30 23:00,9.4,.9,.7,.4,4.2
22450,2010-12-31 00:00,9.4,1,.6,.4,4
22450,2010-12-31 01:00,9.3,.9,.7,.5,3.7
22450,2010-12-31 02:00,9.4,1,.7,.5,4.1
22450,2010-12-31 03:00,9.4,.9,.7,.4,4
22450,2010-12-31 04:00,9.3,1,.7,.4,4
22450,2010-12-31 05:00,9.3,.9,.7,.5,4
22450,2010-12-31 06:00,9.5,.9,.7,.4,3.9
22450,2010-12-31 07:00,9.7,.9,.6,.4,4.2
22450,2010-12-31 08:00,9.7,.9,.6,.4,4.1
22450,2010-12-31 09:00,9.5,.8,.6,.4,4.4
22450,2010-12-31 10:00,9.3,.8,.5,.4,4.5
22450,2010-12-31 11:00,9.1,.8,.5,.3,4.5
22450,2010-12-31 12:00,9.1,.8,.5,.4,4.3
22450,2010-12-31 13:00,9.1,.9,.6,.4,3.7
22450,2010-12-31 14:00,9.1,1.1,.8,.5,3.4
22450,2010-12-31 15:00,9.1,1.2,.9,.6,3.6
22450,2010-12-31 16:00,9.1,1.2,.8,.6,3.6
22450,2010-12-31 17:00,9.2,1.2,.8,.5,3.7
22450,2010-12-31 18:00,9.2,1.2,.8,.5,3.6
22450,2010-12-31 19:00,9.1,1.1,.7,.5,3.3
22450,2010-12-31 20:00,9.1,.9,.6,.4,3.2
22450,2010-12-31 22:00,9,.8,.6,.4,3.3
22450,2010-12-31 23:00,9,.7,.5,.3,3
