지점,일시,수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec)
22446,2010-01-01 00:00,17.3,0,0,0,0
22446,2010-12-29 15:00,5.6,1.5,1.1,.7,6.9
22446,2010-12-29 16:00,5.4,1.3,.9,.5,5.9
22446,2010-12-29 17:00,5.4,1.2,.8,.5,5.4
22446,2010-12-29 18:00,5.5,1.8,1.3,.8,7.5
22446,2010-12-29 19:00,5.5,2.6,2.3,1.6,12.1
22446,2010-12-29 20:00,5.7,2.7,2.1,1.4,12.4
22446,2010-12-29 21:00,5.7,2.6,2.1,1.4,12.3
22446,2010-12-29 22:00,5.5,1.2,.9,.6,6.3
22446,2010-12-29 23:00,5.7,.9,.7,.4,5.1
22446,2010-12-30 00:00,5.7,1.4,.9,.5,4.8
22446,2010-12-30 01:00,5.6,2.1,1.5,1,5
22446,2010-12-30 02:00,5.6,3,2.4,1.5,7.3
22446,2010-12-30 03:00,5.5,3.7,3.3,2,7.2
22446,2010-12-30 04:00,5.5,5.1,3.1,1.9,7.3
22446,2010-12-30 05:00,5.3,3.6,2.9,1.8,7.5
22446,2010-12-30 06:00,5.3,4.9,3.6,2.2,8.4
22446,2010-12-30 07:00,5.5,6.6,5,3.1,8.6
22446,2010-12-30 08:00,5.5,7.4,6.2,3.9,8.9
22446,2010-12-30 09:00,5.5,6.6,5.8,3.7,9.3
22446,2010-12-30 10:00,5.6,5.9,4.8,3,8.8
22446,2010-12-30 11:00,5.6,4.5,3.7,2.4,8.4
22446,2010-12-30 12:00,5.4,3.7,2.8,1.8,8.1
22446,2010-12-30 13:00,5.3,4.7,3.2,2,8
22446,2010-12-30 14:00,5.2,6.2,3.7,2.3,8.8
22446,2010-12-30 15:00,5.2,4.5,3.5,2.2,8.6
22446,2010-12-30 16:00,5,5.4,3.6,2.3,7.9
22446,2010-12-30 17:00,4.9,5.1,3.6,2.2,8.7
22446,2010-12-30 18:00,4.8,4.5,3,1.9,8.4
22446,2010-12-30 19:00,4.9,4.3,3.2,2,7.8
22446,2010-12-30 20:00,4.9,4.2,3.5,2.2,7.5
22446,2010-12-30 21:00,5.2,4.5,3.5,2.2,7.6
22446,2010-12-30 22:00,5.3,5,3.8,2.4,7.9
22446,2010-12-30 23:00,5.2,6.2,3.7,2.2,7.5
22446,2010-12-31 00:00,5.2,4.3,4.4,2.3,8.4
22446,2010-12-31 01:00,5,4.4,3,1.8,8.5
22446,2010-12-31 02:00,4.8,4.4,3.9,2.5,9.6
22446,2010-12-31 03:00,4.8,5.4,4,2.6,9.5
22446,2010-12-31 04:00,4.8,4.5,3.5,2.1,8.9
22446,2010-12-31 05:00,4.7,4.6,3.5,2.2,8.9
22446,2010-12-31 06:00,4.5,3.7,2.8,1.7,8.4
22446,2010-12-31 07:00,4.5,4.6,2.8,1.7,8.5
22446,2010-12-31 08:00,4.6,3.6,2.6,1.6,7.8
22446,2010-12-31 09:00,5.3,5.7,3.9,2.4,8.3
22446,2010-12-31 10:00,4.8,6.4,4.5,2.7,8.7
22446,2010-12-31 11:00,4.8,5.2,4.1,2.6,8.7
22446,2010-12-31 12:00,4.7,4.5,4,2.5,9.1
22446,2010-12-31 13:00,4.6,4,3.2,2,8.9
22446,2010-12-31 14:00,4.7,2.3,1.9,1.2,8.1
22446,2010-12-31 15:00,5.1,2.7,2,1.3,8.1
22446,2010-12-31 16:00,5.1,3.1,2.3,1.5,9.3
22446,2010-12-31 17:00,5.3,2.6,2.3,1.5,8.8
22446,2010-12-31 18:00,5.3,2.5,2.3,1.4,8.5
22446,2010-12-31 19:00,5.2,2.5,1.9,1.1,7.8
22446,2010-12-31 20:00,4.9,2.6,1.9,1.2,7.6
22446,2010-12-31 21:00,4.9,2.5,2.2,1.3,7.6
22446,2010-12-31 22:00,5.7,5.4,4,2.6,8.6
22446,2010-12-31 23:00,5.4,3.9,3.6,2.3,8.5
